Comment,Designator,Footprint,LCSC
NPTH,KiKit_MB_1_5,NPTH,
NPTH,KiKit_MB_64_4,NPTH,
NPTH,KiKit_MB_17_1,NPTH,
NPTH,KiKit_MB_72_6,NPTH,
NPTH,KiKit_MB_59_3,NPTH,
NPTH,KiKit_MB_28_3,NPTH,
NPTH,KiKit_MB_57_3,NPTH,
NPTH,KiKit_MB_44_6,NPTH,
NPTH,KiKit_MB_50_6,NPTH,
NPTH,KiKit_MB_43_7,NPTH,
NPTH,KiKit_MB_99_5,NPTH,
NPTH,KiKit_MB_1_6,NPTH,
NPTH,KiKit_MB_51_1,NPTH,
NPTH,KiKit_MB_40_5,NPTH,
NPTH,KiKit_MB_14_5,NPTH,
NPTH,KiKit_MB_20_2,NPTH,
NPTH,KiKit_MB_59_4,NPTH,
NPTH,KiKit_MB_97_1,NPTH,
NPTH,KiKit_MB_27_2,NPTH,
NPTH,KiKit_MB_38_6,NPTH,
NPTH,KiKit_MB_48_5,NPTH,
NPTH,KiKit_MB_15_4,NPTH,
NPTH,KiKit_MB_50_7,NPTH,
NPTH,KiKit_MB_96_6,NPTH,
NPTH,KiKit_MB_89_4,NPTH,
NPTH,KiKit_MB_43_6,NPTH,
NPTH,KiKit_MB_7_3,NPTH,
NPTH,KiKit_MB_27_3,NPTH,
NPTH,KiKit_MB_51_4,NPTH,
NPTH,KiKit_MB_94_7,NPTH,
NPTH,KiKit_MB_72_3,NPTH,
NPTH,KiKit_MB_17_4,NPTH,
NPTH,KiKit_MB_39_5,NPTH,
NPTH,KiKit_MB_18_4,NPTH,
NPTH,KiKit_MB_77_4,NPTH,
NPTH,KiKit_MB_21_3,NPTH,
NPTH,KiKit_MB_2_1,NPTH,
NPTH,KiKit_MB_90_1,NPTH,
NPTH,KiKit_MB_74_1,NPTH,
NPTH,KiKit_MB_24_3,NPTH,
NPTH,KiKit_MB_43_4,NPTH,
NPTH,KiKit_MB_78_6,NPTH,
NPTH,KiKit_MB_82_1,NPTH,
NPTH,KiKit_MB_47_4,NPTH,
NPTH,KiKit_MB_52_5,NPTH,
NPTH,KiKit_MB_88_7,NPTH,
NPTH,KiKit_MB_31_6,NPTH,
NPTH,KiKit_MB_81_2,NPTH,
NPTH,KiKit_MB_74_7,NPTH,
NPTH,KiKit_MB_33_2,NPTH,
NPTH,KiKit_MB_18_2,NPTH,
NPTH,KiKit_MB_65_1,NPTH,
NPTH,KiKit_MB_62_6,NPTH,
NPTH,KiKit_MB_74_6,NPTH,
NPTH,KiKit_MB_60_4,NPTH,
NPTH,KiKit_MB_85_2,NPTH,
NPTH,KiKit_MB_42_1,NPTH,
NPTH,KiKit_MB_15_1,NPTH,
NPTH,KiKit_MB_9_4,NPTH,
NPTH,KiKit_MB_38_3,NPTH,
NPTH,KiKit_MB_34_6,NPTH,
NPTH,KiKit_TO_1,NPTH,
NPTH,KiKit_MB_53_4,NPTH,
NPTH,KiKit_MB_11_3,NPTH,
NPTH,KiKit_MB_38_1,NPTH,
NPTH,KiKit_MB_20_6,NPTH,
NPTH,KiKit_MB_60_5,NPTH,
NPTH,KiKit_MB_25_6,NPTH,
NPTH,KiKit_MB_42_2,NPTH,
NPTH,KiKit_MB_53_3,NPTH,
NPTH,KiKit_MB_30_7,NPTH,
NPTH,KiKit_MB_70_3,NPTH,
NPTH,KiKit_MB_93_6,NPTH,
NPTH,KiKit_MB_12_3,NPTH,
NPTH,KiKit_MB_21_1,NPTH,
NPTH,KiKit_MB_89_5,NPTH,
NPTH,KiKit_MB_69_1,NPTH,
NPTH,KiKit_MB_86_5,NPTH,
NPTH,KiKit_MB_89_2,NPTH,
NPTH,KiKit_MB_35_6,NPTH,
NPTH,KiKit_MB_49_3,NPTH,
NPTH,KiKit_MB_21_7,NPTH,
NPTH,KiKit_MB_11_7,NPTH,
NPTH,KiKit_MB_57_7,NPTH,
NPTH,KiKit_MB_45_4,NPTH,
NPTH,KiKit_MB_23_1,NPTH,
NPTH,KiKit_MB_59_2,NPTH,
NPTH,KiKit_MB_65_5,NPTH,
NPTH,KiKit_MB_71_3,NPTH,
NPTH,KiKit_MB_13_7,NPTH,
NPTH,KiKit_MB_46_3,NPTH,
NPTH,KiKit_MB_71_1,NPTH,
NPTH,KiKit_MB_57_5,NPTH,
NPTH,KiKit_MB_73_1,NPTH,
NPTH,KiKit_MB_34_1,NPTH,
NPTH,KiKit_MB_95_6,NPTH,
NPTH,KiKit_MB_58_6,NPTH,
NPTH,KiKit_MB_33_4,NPTH,
NPTH,KiKit_MB_102_2,NPTH,
NPTH,KiKit_MB_48_2,NPTH,
NPTH,KiKit_MB_20_1,NPTH,
NPTH,KiKit_MB_50_5,NPTH,
NPTH,KiKit_MB_1_4,NPTH,
NPTH,KiKit_MB_88_1,NPTH,
NPTH,KiKit_MB_10_4,NPTH,
NPTH,KiKit_MB_39_7,NPTH,
NPTH,KiKit_MB_73_3,NPTH,
NPTH,KiKit_MB_40_7,NPTH,
NPTH,KiKit_MB_95_7,NPTH,
NPTH,KiKit_MB_79_6,NPTH,
NPTH,KiKit_MB_46_6,NPTH,
NPTH,KiKit_MB_63_6,NPTH,
NPTH,KiKit_MB_51_7,NPTH,
NPTH,KiKit_MB_98_2,NPTH,
NPTH,KiKit_MB_4_6,NPTH,
NPTH,KiKit_MB_31_2,NPTH,
NPTH,KiKit_MB_87_6,NPTH,
NPTH,KiKit_MB_97_4,NPTH,
NPTH,KiKit_MB_91_2,NPTH,
NPTH,KiKit_MB_21_6,NPTH,
NPTH,KiKit_MB_64_6,NPTH,
NPTH,KiKit_MB_90_2,NPTH,
NPTH,KiKit_MB_36_3,NPTH,
NPTH,KiKit_MB_84_5,NPTH,
NPTH,KiKit_MB_97_6,NPTH,
NPTH,KiKit_MB_80_5,NPTH,
NPTH,KiKit_MB_23_5,NPTH,
NPTH,KiKit_MB_4_4,NPTH,
NPTH,KiKit_MB_93_7,NPTH,
NPTH,KiKit_MB_36_1,NPTH,
NPTH,KiKit_MB_89_1,NPTH,
NPTH,KiKit_MB_103_2,NPTH,
NPTH,KiKit_MB_16_5,NPTH,
NPTH,KiKit_MB_94_1,NPTH,
NPTH,KiKit_MB_4_5,NPTH,
NPTH,KiKit_MB_37_1,NPTH,
NPTH,KiKit_MB_51_5,NPTH,
NPTH,KiKit_MB_89_3,NPTH,
NPTH,KiKit_MB_19_1,NPTH,
NPTH,KiKit_MB_22_2,NPTH,
NPTH,KiKit_MB_31_4,NPTH,
NPTH,KiKit_MB_63_1,NPTH,
NPTH,KiKit_MB_12_2,NPTH,
NPTH,KiKit_MB_5_4,NPTH,
NPTH,KiKit_MB_41_4,NPTH,
NPTH,KiKit_MB_55_7,NPTH,
NPTH,KiKit_MB_10_7,NPTH,
NPTH,KiKit_MB_82_4,NPTH,
NPTH,KiKit_MB_29_3,NPTH,
NPTH,KiKit_MB_20_5,NPTH,
NPTH,KiKit_MB_63_5,NPTH,
NPTH,KiKit_MB_98_6,NPTH,
NPTH,KiKit_MB_10_3,NPTH,
NPTH,KiKit_MB_76_3,NPTH,
NPTH,KiKit_MB_54_5,NPTH,
NPTH,KiKit_MB_69_3,NPTH,
NPTH,KiKit_MB_60_7,NPTH,
NPTH,KiKit_MB_44_1,NPTH,
NPTH,KiKit_MB_48_1,NPTH,
NPTH,KiKit_MB_6_7,NPTH,
NPTH,KiKit_MB_53_6,NPTH,
NPTH,KiKit_MB_58_2,NPTH,
NPTH,KiKit_MB_95_2,NPTH,
NPTH,KiKit_MB_9_3,NPTH,
NPTH,KiKit_MB_65_4,NPTH,
NPTH,KiKit_MB_66_3,NPTH,
NPTH,KiKit_MB_6_3,NPTH,
